Title,Pic,Summary,SID,Product Name,Rating,Scale,Author,Date,URL,Verdict
"Wyze Cam Pan Review: Impossibly Cheap, Improbably Good",https://www.reviewgeek.com/p/uploads/2019/04/60a458b8.jpg,"We like the original Wyze Cam and recommend it with few reservations. Our primary complaint, lack of panning, is resolved by the new, affordable, and appropriately named, Wyze Cam Pan.",14689,Wyze Cam Pan ,8,10,Josh Hendrickson,2019-04-18T08:00:00-04:00,https://www.reviewgeek.com/14689/wyze-cam-pan-review-impossibly-cheap-improbably-good/,"Ultimately, the downsides are minor when weighed against the ultra-low cost of the Wyze Cam Pan. You can easily spend five times as much on other cameras and not gain significantly better hardware. And while you could get more intelligent software with a service like Nest Aware, that requires an additional subscription price. Nest doesn’t offer a camera with panning, so you’d lose that feature."
Monoprice Voxel 3D Printer: An Affordable Entry to Serious 3D Printing,https://www.reviewgeek.com/p/uploads/2019/04/60e8f3df.jpg,"3D printers have really hit their stride, with dozens of models to choose from. Monoprice, well known for its cables and other components, has a growing number of printers including the reasonably priced Voxel 3D.",14569,Monoprice Voxel 3D Printer: An Affordable Entry to Serious 3D Printing,9,10,Ted Needleman,2019-04-24T08:00:17-04:00,https://www.reviewgeek.com/14569/monoprice-voxel-3d-printer-an-affordable-entry-to-serious-3d-printing/,"Overall, I feel that the Voxel is one of the best printers currently available under $500 and a good choice for either a step-up from the $150-$200 models or as a user’s first 3D Printer. You can get less expensive models from Monoprice and other vendors, but they will have print areas smaller than the Voxel’s 6.9-inch square platform, which is very large for a printer at this price."
Speck GrabTab Review: It’s a Flat-Packing PopSocket Alternative,https://www.reviewgeek.com/p/uploads/2019/04/190259ac.jpg,"If you like the idea of adding a stand and convenient handle to your phone but you’re not sold on the practically ubiquitous PopSocket or the bulkier ring stands like the iRing, the slim Speck GrabTab may be for you.",15032,Speck GrabTab ,9,10,Jason Fitzpatrick,2019-04-16T08:00:48-04:00,https://www.reviewgeek.com/15032/speck-grabtab-review-its-a-flat-packing-popsocket-alternative/,"That same thin profile almost makes it compatible with wireless phone charging. While it’s possible that it’ll make your case profile too thick to charge wirelessly, we found that even when it was paired with a sturdy case we still managed to get the charging to work (albeit with slightly more fussy placement on the charging pad than usual)."
Blue Ember XLR Mic Review: It’s Time to Break Away from USB Mics,https://www.reviewgeek.com/p/uploads/2019/04/2e6264dd.jpg,"The Ember is Blue’s most affordable ($99) XLR microphone designed for “recording and live streaming.” In other words, it’s designed for anyone who likes the idea of the Yeti but wants the versatility and control provided by XLR.",15092,Blue Ember XLR Mic ,9,10,Cameron Summerson,2019-04-17T08:00:37-04:00,https://www.reviewgeek.com/15092/blue-ember-xlr-mic-review-its-time-to-break-away-from-usb-mics/,I used the 
Casemade Leather iPad Case Review: Real Leather at a Really Nice Price,https://www.reviewgeek.com/p/uploads/2019/04/7f67b98b.png,"There are plenty of leather cases available for your iPad, but actually tracking down a decent one is a bit of a tightrope walk. Genuine leather cases are expensive, and sometimes hard to tell from the hordes of imitators.",14713,Casemade Leather iPad Case ,7,10,Michael Crider,2019-04-11T08:00:25-04:00,https://www.reviewgeek.com/14713/casemade-leather-ipad-case/,"Casemade’s designs probably aren’t flexible enough for those hoping to get serious work done on an iPad, owing to limited options for standing and rotating. Likewise, they’re not the smallest or sleekest cases around. But if all you want is a good-looking leather case that will protect your iPad without breaking the bank, it’s a solid and fetching choice."
ChefSteps Joule Sous Vide Review: Expensive But Exceptional,https://www.reviewgeek.com/p/uploads/2019/03/cf6d22ad.jpg,"Sous vide is all the rage for those who love cooking and gadgets in equal measure. While the Anova Precision Cooker gets a lot of press, we’re putting its slender competitor the ChefSteps Joule through the paces.",14273,ChefSteps Joule Sous Vide ,8,10,Jennifer Allen,2019-03-28T08:00:30-04:00,https://www.reviewgeek.com/14273/chefsteps-joule-sous-vide-review-expensive-but-exceptional/,"But, it’s also pricier. The White Stainless Steel variety we tested costs $199 compared to the Anova’s $119 price tag. The $80 difference you save with by buying the Anova happens to be just about the perfect amount of money "
"Shadow Game Streaming Review: Powerful Niche Service, but Skip the Hardware",https://www.reviewgeek.com/p/uploads/2019/03/1d199e21.png,"Shadow wants to sell you a dream: a super-powerful, always-connected computer that you can access from anywhere and with any device. That computer is meant primarily for gaming, but since it’s running Windows, it can also do anything a normal PC can do.",13955,Shadow Game Streaming ,7,10,Michael Crider,2019-03-20T08:00:23-04:00,https://www.reviewgeek.com/13955/shadow-game-streaming-review-powerful-niche-service-but-skip-the-hardware/,"Streaming of the games themselves was also considerably poorer than on my full PC, even when I used a hard Ethernet cord for an ideal connection. Lag was minimal, but it seemed that the Ghost was severely limiting the streaming bitrate and resolution in order to achieve that. Between the input and connection issues and the very limited options for settings of the hardware itself, it’s just not a good way to play games, PC or otherwise."
Jaybird Tarah Pro Wireless Earbuds Review: My New Favorite Sports ‘Buds,https://www.reviewgeek.com/p/uploads/2019/03/c1bf5601.png,Jaybird has long been known for making great earbuds that are especially well suited for workouts. The Tarah Pro is no exception—these robust and comfortable buds tick pretty much every box on the perfect-for-workouts checklist.,14033,Jaybird Tarah Pro Wireless Earbuds ,9,10,Cameron Summerson,2019-03-27T08:00:34-04:00,https://www.reviewgeek.com/14033/jaybird-tarah-pro-wireless-earbuds-review-my-new-favorite-sports-buds/,"Once you find the right tips to fit your ears, it should create a nice seal. That means there’s a good amount of bass resonance in your head, providing a lot of low end. But not so much that they’re muddy! There’s such a good balance between lows, mids, and highs with the Tarah Pro, I was very impressed as soon as I connected them and starting jamming."
Nebula Capsule Projector Review: It’s a Mini Cinema In a Can,https://www.reviewgeek.com/p/uploads/2019/04/eb8abb67.jpg,"The Nebula Capsule is a mini projector with the form factor of a soda can. It’s cute, eye catching, and frankly, the design practically sells itself right out of the gate. But is this can-sized projector worth the price of admission?",14615,Nebula Capsule Projector ,8,10,Jason Fitzpatrick,2019-04-09T08:00:14-04:00,https://www.reviewgeek.com/14615/nebula-capsule-projector-review-its-a-mini-cinema-in-a-can/,"The Nebula costs $299.99 and, while not the cheapest projector in the pico/mini projector market, is a fantastic value. For three hundred bucks you’re not going to get more projector and more features in a smaller package. The "
"iPort iPad Charge Case and Stand 2: Yeah, This Thing is Pretty Great",https://www.reviewgeek.com/p/uploads/2019/03/e92b5f87.png,"I love having a big tablet in a dedicated stand on my desk, and I love wireless charging. So I was excited to check out iPort’s Charge Case and Stand 2, which does what it says on the box.",14100,"iPort iPad Charge Case and Stand 2: Yeah, This Thing is Pretty Great",9,10,Michael Crider,2019-03-25T08:00:37-04:00,https://www.reviewgeek.com/14100/iport-ipad-charge-case-and-stand-2-yeah-this-thing-is-pretty-great/,"The dock is heavy and sturdy, with a rubberized base that doesn’t move around when you’re setting down or picking up the iPad. The angle isn’t adjustable, but the it should work for most desk and nightstand setups. You may need to make some adjustments if you want another base for your kitchen."
Hexgears Impulse Review: a Mid-Range Mechanical Keyboard That Hits All the Right Buttons,https://www.reviewgeek.com/p/uploads/2019/04/6f2d5e38.png,"After an impressive debut with the low-profile X-1, I was eager to check out some of the other designs from rookie keyboard maker Hexgears. The Impulse, a mid-range model with Kailh’s Box switches, doesn’t disappoint.",14630,Hexgears Impulse ,8,10,Michael Crider,2019-04-08T08:00:23-04:00,https://www.reviewgeek.com/14630/hexgears-impulse-review-a-mid-range-mechanical-keyboard-that-hits-all-the-right-buttons/,"A more intense round of liquid attacks were too much for the keyboard to handle. After pouring six ounces of water, Coke, coffee, and beer directly on the caps and letting it dry for a few hours, it still worked, but was having major input errors. Letting it dry out even further didn’t help. Eventually I had to remove the caps, then the screws holding the plastic case together, and finally go at it with a hair dryer to remove all of the moisture pooled inside the case."
"Unravel Charger Review: AirPower Is Dead, So Buy This Charging Mat Instead",https://www.reviewgeek.com/p/uploads/2019/04/23497261.jpg,"I really love wireless charging, but I don’t love packing multiple wireless chargers when I travel. The Unravel travel charger from Ampere makes it simple to pack light. Now that AirPower is dead, it’s an even more compelling product.",14490,Unravel Charger ,9,10,Jason Fitzpatrick,2019-03-29T17:05:17-04:00,https://www.reviewgeek.com/14490/unravel-charger-review-airpower-is-dead-so-buy-this-charging-mat-instead/,"For somebody like myself—who has become incredibly accustomed to having their phone propped up in a stand right in front of them while working at their desk—it’s so nice to take a stand on the road without the hassle of packing the full-size and inflexible one that’s on my desk right now. Sturdy premium stands, like the "
BenQ EX3203R Monitor Review: Small Problems Drag Down This Display,https://www.reviewgeek.com/p/uploads/2018/12/130c743f.png,"On paper, BenQ’s EX3203R looks like an ideal “sweet spot” for a large format monitor: 32” size, 1440p resolution, and 144Hz speed, and USB-C capability. But corners cut in the overall package and some poor ergonomic choices, plus low value, mean it’s a tough sell.",11230,BenQ EX3203R Monitor ,5,10,Michael Crider,2019-01-28T08:35:03-05:00,https://www.reviewgeek.com/11230/benq-ex3203r-monitor-review-small-problems-drag-down-this-display/,"What’s more frustrating is a lack of options between the standard 60Hz and the much faster 144Hz. Many gaming monitors offer 75, 100, and 120Hz steps in between, allowing gamers to aim for a little give-and-take with their framerates, brightness, and color quality. Not so here: it’s all or nothing, and let Freesync handle any discrepancies. "
IOGEAR USB-C Docking Station Review: Piles of Ports and 100 Watt Power Delivery,https://www.reviewgeek.com/p/uploads/2019/03/04a4cc85.jpg,"Having one device to rule them all is an increasingly realistic dream, especially if that device is a laptop paired with a capable docking station like the IOGEAR GUD3C05. Here’s our take after putting it through the paces.",13672,IOGEAR USB-C Docking Station ,8,10,Cameron Summerson,2019-03-11T08:00:51-04:00,https://www.reviewgeek.com/13672/iogear-usb-c-docking-station-review-piles-of-ports-and-100-watt-power-delivery/,"Which brings me to my biggest issue with this dock: all the ports are in the back, which really just makes them a pain to get to. If you have your laptop propped up in the way the dock is intended to be used, then you have to move it to access the bevy of ports around the back. If you find yourself constantly needing to connect SD cards or USB devices, it’s just really awkward and annoying."
Fitbit Charge 3 Review: a Good Fitness Tracker in an Awkward Price Range,https://www.reviewgeek.com/p/uploads/2019/03/ea797093.png,"Fitness trackers have reached a certain level of maturity: the new models are evolutionary, not revolutionary. So it is with FitBit’s Charge 3, the company’s most powerful model underneath their more elaborate (and expensive) smart watches.",14082,Fitbit Charge 3 ,6,10,Michael Crider,2019-03-18T11:30:17-04:00,https://www.reviewgeek.com/14082/fitbit-charge-3-review-a-good-fitness-tracker-in-an-awkward-price-range/,"You can make the argument that the Charge 3 is the tracker for more dedicated fitness enthusiasts…but those enthusiasts will probably want even more capability if they’re searching for a dedicated device, like on-board GPS or support for chest band HR devices. If they’re going to spend more and don’t particularly care about fashion, there are more complete options."
Switcheroo Review: A Simple Lighting Solution for Switched Outlets,https://www.reviewgeek.com/p/uploads/2019/01/3fefaa96.jpg,"If your house has outlets that are controlled by light switches, then you might just benefit from a neat product called the Switcheroo, which lets you easily change the outlet that your light switch controls.",11712,Switcheroo ,8,10,Craig Lloyd,2019-01-30T11:15:01-05:00,https://www.reviewgeek.com/11712/switcheroo-review-a-simple-lighting-solution-for-switched-outlets/,"The Switcheroo fits into a very particular niche in the home, but if you’re stuck with switched outlets in inconvenient locations it’s a sorely needed and worthwhile solution. Plus, it’s a super simple solution to the problem that doesn’t require costly renovation work or complicated setup."
Qustodio Review: Flexible Cross-Device Parental Control Software,https://www.reviewgeek.com/p/uploads/2019/03/b0faa10e.jpg,One of the biggest pitfalls of most parental control software is limited to a particular device or platform. Qustodio overcomes that by working across all your child’s devices.,14071,Qustodio ,9,10,Jason Fitzpatrick,2019-03-15T08:00:29-04:00,https://www.reviewgeek.com/14071/qustodio-review-flexible-cross-device-parental-control-software/,"After testing the service with children of different ages and with different families, we have nothing but positive things to say about "
Peak Design Everyday Messenger Bag Review: A Fantastic Bag With Innovative Features,https://www.reviewgeek.com/p/uploads/2019/02/087c96e3.jpg,"Peak Design makes bags explicitly for photographers, but there’s enough careful design in the Everyday Messenger to make it worth considering for almost anyone who needs a quality bag. It’s stiff competition for the likes of Timbuk2 and Chrome.",12700,Peak Design Everyday Messenger Bag ,9,10,Michael Crider,2019-02-12T08:00:26-05:00,https://www.reviewgeek.com/12700/peak-design-everyday-messenger-bag-review-a-fantastic-bag-with-innovative-features/,"The Everyday Messenger is a premium all-purpose bag that entirely justifies its price. The MagLatch closure system is ingenious and sets a new standard for quick and easy access. Other design aspects, particularly the flexible strap and origami interior dividers, will please users looking for a variety of carry options."
Makeblock Neuron Explorer Kit Review: A Pricey Programming Craft Kit For Kids,https://www.reviewgeek.com/p/uploads/2019/02/dd62062c.jpg,"Nintendo Labo has somehow made cardboard-based tech toys something we take seriously, and it turns out Nintendo isn’t the only manufacturer keen to embrace the concept. Makeblock has joined in on the fun with their Neuron Explorer Kit.",12078,Makeblock Neuron Explorer Kit ,7,10,Jennifer Allen,2019-02-05T11:00:05-05:00,https://www.reviewgeek.com/12078/makeblock-neuron-explorer-kit-review-a-pricey-programming-craft-kit-for-kids/,"That sounds like a lot of negatives for something I enjoyed. It is satisfying and my cousin enjoyed coding with the e-blocks (but not the cardboard side of things), but it’s so expensive."
Lenovo Yoga C630 Review: Can Windows On ARM Handle A CES Roadtrip?,https://www.reviewgeek.com/p/uploads/2019/01/baabc0cc.png,"The Yoga C630 is a portentous little laptop: not because it’s loaded with overpowered technology, but because it isn’t. It’s the new flagship of the WOS (Windows on Snapdragon) platform—full, Windows-powered laptops running on the ARM Snapdragon chips primarily seen in smartphones.",11959,Lenovo Yoga C630 ,7,10,Michael Crider,2019-01-29T08:00:52-05:00,https://www.reviewgeek.com/11959/lenovo-yoga-c630-review-can-windows-on-arm-handle-a-ces-roadtrip/,"If you can justify the extra expense for this model and deal with the occasional app incompatibility (looking at you, Dropbox), the Yoga C630 won’t let you down. Those unwilling to deal with the teething troubles of Windows on Snapdragon might want to wait another year or so for the kinks to be worked out…or just deal with a heavier laptop that doesn’t match its battery life."
"Edifier R1280T Review: A Simple, Excellent Desktop Speaker Upgrade",https://www.reviewgeek.com/p/uploads/2018/12/55ab0068.png,"Laptops and desktops often get the short end of the stick when it comes to audio: the former because of space constraints, the latter because pack-in accessories tend to be of low quality. If you want an upgrade for either, these Edifier speakers will do nicely.",11115,Edifier R1280T ,9,10,Michael Crider,2019-01-08T08:00:38-05:00,https://www.reviewgeek.com/11115/edifier-r1280t-review-a-simple-excellent-desktop-speaker-upgrade/,"At $100, the R1280T is not much more expensive than a quality 2.1 speaker set, and much cheaper than similar powered bookshelf sets. With its excellent sound quality, medium power for an office or bedroom, and good if button-down looks, it’s a great companion for almost any desk setup. Dual inputs are a nice bonus, especially if you regularly juggle multiple audio sources."
OnePlus 6T Review: I Concede,https://www.reviewgeek.com/p/uploads/2018/12/f50e8cca.jpg,"When it comes to Android manufacturers that offer insane bang for your buck, OnePlus is often at the top of that list. The company’s latest handset is the 6T, an iterative update from its predecessor, but a powerhouse nonetheless.",10372,OnePlus 6T ,7,10,Cameron Summerson,2018-12-06T08:00:54-05:00,https://www.reviewgeek.com/10372/oneplus-6t-review-i-concede/,"When it comes down to it, it’s pretty easy to call: this is the best phone you can buy "
Logitech MX Vertical Review: The Clear Leader for Ergonomic Mice,https://www.reviewgeek.com/p/uploads/2019/02/5c26bec1.png,"Historically, vertical mice have been made for carpal tunnel and RSI sufferers. They’ve been functional, but clinical, lacking some of the features of more modern designs. Logitech’s MX Vertical aims to buck that trend—and succeeds.",12824,Logitech MX Vertical ,9,10,Michael Crider,2019-02-14T08:00:37-05:00,https://www.reviewgeek.com/12824/logitech-mx-vertical-review-the-clear-leader-for-ergonomic-mice/,"A lack of portability or gaming prowess may limit the MX Vertical’s appeal, and I wish it came with a hyper-fast scroll wheel like the MX Master. It’s also one of the most expensive non-gaming mice around at $100. (Logitech’s high-end gear often goes on sale, and it’s $88 on Amazon at the time of writing.) But if you want a comfy mouse that conforms to your hand for hours of painless computing, don’t hesitate to splurge."
LG gram 17 Review: The Lightest 17-inch Laptop Around,https://www.reviewgeek.com/p/uploads/2019/02/c604c539.jpg,"Ultralight laptops are nothing new, but it’s unheard of to find a 17-inch laptop this light. If you want a spacious screen and a laptop that’s effortless to lug around it’s tough to beat the LG gram 17.",12991,LG gram 17 ,9,10,Tom Westrick,2019-03-06T08:00:47-05:00,https://www.reviewgeek.com/12991/lg-gram-17-review-the-lightest-17-inch-laptop-around/,"The gram 17 is the perfect middle ground for me. I’m going to reiterate this: it’s effortless to keep this in my bag all day, and it gives me ample room to work once I sit down for a few hours. The ability to cart around a  lightweight laptop that meets every one of my needs is amazing."
Linksys MR8300 Router Review: Mesh Wi-Fi for Advanced Users,https://www.reviewgeek.com/p/uploads/2019/01/76f3dc14.jpg,"There are a ton of great mesh Wi-Fi systems on the market, but many of them offer only the basic of features, The new Linksys MR8300 mesh Wi-Fi router combines that simplicity with a more traditional router experience.",11252,Linksys MR8300 Router ,7.5,10,Craig Lloyd,2019-01-07T12:05:50-05:00,https://www.reviewgeek.com/11252/linksys-mr8300-router-review-mesh-wi-fi-for-advanced-users/,"The garage is usually where I have trouble getting a good Wi-Fi signal, and unfortunately, the MR8300 was still unable to provide me with that, unsurprisingly. However, simply adding on a Velop unit and placing it downstairs fixed that issue in no time."
Anker Soundcore Liberty Air Review: AirPods on a Budget,https://www.reviewgeek.com/p/uploads/2019/01/1c4be9cd.jpg,"If you can’t quite afford the hefty price tag of Apple’s AirPods but still want a truly wireless experience, Anker’s Soundcore Liberty Air headphones offer a solid wireless experience on a budget.",12097,Anker Soundcore Liberty Air ,8,10,Craig Lloyd,2019-01-25T08:00:58-05:00,https://www.reviewgeek.com/12097/anker-soundcore-liberty-air-review-airpods-on-a-budget/,"As for sound quality, the Liberty Airs actually sound pretty decent, and they’re on par with the AirPods. Granted, you’re not paying the high price tag of the AirPods for great audio quality, but it’s nice to know that the Liberty Airs at least don’t sound worse than the AirPods."
Hexgears X-1 Review: Mechanical Keyboards Finally Get Sleek,https://www.reviewgeek.com/p/uploads/2018/12/077d85a4.png,"Mechanical keyboards have been the big trend in computer inputs the last few years. They feel great, but they’re kind of like the monster trucks of the desk: big, loud, heavy, and unapologetic. Niche manufacturer Hexgears aims to change that.",11137,Hexgears X-1 ,9,10,Michael Crider,2019-01-23T11:00:24-05:00,https://www.reviewgeek.com/11137/hexgears-x-1-review-mechanical-keyboards-finally-get-sleek/,"I wish the X-1 had longer battery life and perhaps a bit more texture to its keycaps, especially since finding replacements is all but impossible. And the included case, while nice, actually makes it considerably less portable. But as a premium option that gives users mechanical feel while being an excellent traveling companion, it’s unmatched in the current market."
Logitech Powered Review: Stylish Wireless iPhone Charging for a Premium,https://www.reviewgeek.com/p/uploads/2019/02/6c06cb64.jpg,"If you’re looking for a very stylish wireless iPhone charger and you don’t mind paying a bit of a premium, the Logitech Powered wireless charger not only looks good but functions as a handy landscape-friendly cradle.",13379,Logitech Powered ,7.5,10,Jason Fitzpatrick,2019-02-26T08:00:06-05:00,https://www.reviewgeek.com/13379/logitech-powered-review-stylish-wireless-iphone-charging-for-a-premium/,"The other odd choice is the way the charger is wired. The charging cable is hard-wired into the stand itself, terminated in a barrel plug, and only pairs with the included transformer. At this price point and in age, we’d expect the wiring setup on the stand to have a detachable wire, use USB-C, and be paired with a nice wall charger. While it’s great (and expected) that they include a quality wall charger, the choices they made mean that if the wire is damaged you have to replace the whole unit and if you lose the transformer you’re forced to contact Logitech to get a device specific replacement mailed out."
Marshall Stanmore II Voice Review: Powerful Notes,https://www.reviewgeek.com/p/uploads/2018/12/894e7e31.jpg,"When it comes to Bluetooth speakers, style and good sound quality don’t go together as frequently as you’d like them to. Enter the Marshall Stanmore II Voice, keen to buck that trend and offer some powerful sounds while still looking pretty great. Oh, and Alexa is built-in too for good measure.",9676,Marshall Stanmore II Voice ,9,10,Jennifer Allen,2018-11-14T09:50:21-05:00,https://www.reviewgeek.com/9676/marshall-stanmore-ii-voice-review-powerful-notes/,"Whack it up to 10 and your neighbors will grumble, but it easily demonstrates the power of this speaker. I found 4 or 5 was ample enough but if you keep turning it up, there’s no loss of quality here. The balance is finely maintained at all volumes. That’s simply assuming you’ve left the app at a preset EQ rather than dabbling yourself. There’s not much of a need to tweak unless you’re super keen to see what the difference is. The unit simply oozes good sound quality."
PowerA Wireless GameCube Controller Review: The WaveBird Flies Again,https://www.reviewgeek.com/p/uploads/2018/11/50dd62f7.png,"In 2002, Nintendo released the WaveBird controller for the GameCube. It was the first truly great wireless controller: functionally identical to the standard pad (sans vibration), with super-fast performance and long battery life. Now you can relive the joy of that on the Switch.",10234,PowerA Wireless GameCube Controller ,8,10,Michael Crider,2018-11-29T08:00:06-05:00,https://www.reviewgeek.com/10234/powera-wireless-gamecube-controller-review-the-wavebird-flies-again/,Emulation fans looking for an easy Bluetooth GameCube controller will be happy for one or two of these pads as well. But if you want both GameCube controls for 
iClever Solar Charger & Battery Pack Review: Wave Goodbye to Wall Plugs,https://www.reviewgeek.com/p/uploads/2019/01/02fdcc3c.jpg,"If you do a lot of adventuring or hiking and you hardly ever have access to an outlet to charge up your phone, you may very well benefit from iClever’s solar charger, a combination solar charger and battery pack.",11972,iClever Solar Charger & Battery Pack ,7,10,Craig Lloyd,2019-01-24T08:00:07-05:00,https://www.reviewgeek.com/11972/iclever-solar-charger-battery-pack-review-wave-goodbye-to-wall-plugs/,"Of course, it’s pretty resilient in a wide range of temperatures as its target market it, well, people that spend a lot of time outdoors.  It can withstand temperatures down to about -5F and up to 175F. It also comes with IP63 certification, which means its dustproof and can tolerate the occasional water splash."
Mousr Review: The Most Expensive Cat Toy That Your Cat Might Actually Play With,https://www.reviewgeek.com/p/uploads/2018/09/7694ac47.jpg,"Rare is the expensive cat gadget that your pet will play with more than the box it came in. But if there’s one accolade that Mousr’s earned in my time with it, it’s that my cats actually cared about it.",7272,Mousr ,8,10,Eric Ravenscraft,2018-09-19T08:00:50-04:00,https://www.reviewgeek.com/7272/mousr-review-the-most-expensive-cat-toy-that-your-cat-might-actually-play-with/,"So, does the Mousr do what it claims to do? You bet. I’m not normally impressed with cat toys, but there’s a level of thought and care put into the Mousr that I didn’t expect. Remote control robots are usually more appealing to humans and tend to scare animals, but this one was designed to be fun for cats first, and humans a close second. The fact that both my young, "
iPhone XR Review: One Awesome Month With An Unapologetic Android User,https://www.reviewgeek.com/p/uploads/2018/11/048369f4.jpg,"Most people know of me as an “Android guy,” which is something I’ve always worn as a badge of honor. And while I wrote about my time with the iPhone 8 earlier this year, I decided to try something new with the release of the XR: I used it as my main phone.",9847,iPhone XR ,9,10,Cameron Summerson,2018-11-26T11:35:22-05:00,https://www.reviewgeek.com/9847/iphone-xr-review-one-awesome-month-with-an-unapologetic-android-user/,"Here’s the deal: the iPhone XR is the “cheapest” of the current generation of iPhones, but that still doesn’t make it a “cheap” phone. And if you’re looking to get the iPhone X experience without an iPhone X budget, this is the way to do it."
Aukey KM-G3 Keyboard: A Good Starter Mechanical Board On A Budget,https://www.reviewgeek.com/p/uploads/2018/10/0d2f6212.png,"Mechanical keyboards range from about forty bucks to over $200. If you’re looking for something economical, but with enough extra features to make it a pleasant upgrade, Aukey’s KM-G3 keyboard is worth your consideration.",8824,Aukey KM-G3 Keyboard: A Good Starter Mechanical Board On A Budget,7,10,Michael Crider,2018-10-23T08:00:47-04:00,https://www.reviewgeek.com/8824/aukey-km-g3-keyboard-a-good-starter-mechanical-board-on-a-budget/,"Is the Aukey KM-G3 worth the asking price? For general typists who want a little extra bling on their budget board, I would say yes. The design is sound and functional with no unnecessary complications."
Peak Design Travel Bag Review:The Perfect Bag For Globetrotters And Photographers,https://www.reviewgeek.com/p/uploads/2018/11/daf3eeae.jpg,"I have found my perfect travel bag: the Peak Design Travel Backpack 45L ($299.95). Now, it might not be for you but read on to find out why I love it.",10076,Peak Design Travel Bag ,9.5,10,Harry Guinness,2018-11-28T08:00:27-05:00,https://www.reviewgeek.com/10076/peak-design-travel-bag-reviewthe-perfect-bag-for-globetrotters-and-photographers/,"The big one is that it’s kind of specialized. It’s not the bag to end all bags. It’s too big to use every day (unless you’re traveling) and, while the chest and waist straps are serviceable, they’re not great under a really heavy load. It’s fine for a day hike but it wouldn’t be my go-to bag for climbing mountains or skiing. It’s definitely filled a major gap in my bag quiver but I’m not getting rid of my other bags just yet. I think I have a bag problem…"
Eufy RoboVac 30C Review: A Smart Robotic Vacuum Cleaner With Proper App Support,https://www.reviewgeek.com/p/uploads/2018/11/2c07d644.jpg,"Having spent my summer trying out the eufy BoostIQ RoboVac 11S, I looked forward to trying out the next model—the eufy RoboVac 30C. It promises to rectify the few complaints I had with the earlier model. Metaphorically revving up the suction power, I took it for a spin.",8271,Eufy RoboVac 30C ,8,10,Jennifer Allen,2018-10-15T08:00:15-04:00,https://www.reviewgeek.com/8271/eufy-robovac-30c-review-a-smart-robotic-vacuum-cleaner-with-proper-app-support/,"The eufy RoboVac 11S was already a pretty good robotic vacuum cleaner but the additions that come with the eufy RoboVac 30C has propelled it towards being a far superior option. Sure, there’s still a few bits and pieces I’d have liked to have seen (mapping and IFTTT support, mostly), but they’re relatively minor things in the grand scheme of things."
Samsung CHG70 Gaming Monitor: A Gigantic Upgrade At A Reasonable Price,https://www.reviewgeek.com/p/uploads/2018/09/1ed81807.png,"Making a kick-ass gaming PC is an expensive proposition. And it doesn’t end with the PC: between quality inputs, a decent set of speakers, and a monitor that does the graphics of your new desktop justice, you might be looking at half again as much as you paid for those high-end components.",7368,Samsung CHG70 Gaming Monitor: A Gigantic Upgrade At A Reasonable Price,8,10,Michael Crider,2018-09-18T08:00:22-04:00,https://www.reviewgeek.com/7368/samsung-chg70-gaming-monitor-a-gigantic-upgrade-at-a-reasonable-price/,"All in all, I’m fairly pleased with the Samsung CHG70 at the $400 price I paid for it. While I wish the panel itself was thinner, especially with its bulky VESA mount, the super-low input lag has markedly improved my PC gaming sessions. The fast refresh rate and HDR aren’t quite the game-changers Samsung would like you to think they are, but they’re nice additional features nonetheless."
"Anova Precision Cooker Review: Sous Vide Is So Easy, It Almost Feels Like Cheating",https://www.reviewgeek.com/p/uploads/2018/09/270bf543.jpg,The Anova Precision Cooker is the perfect sous vide device for anyone who’s not quite sure what sous vide is but is ready to revolutionize their cooking methods.,7983,Anova Precision Cooker ,9,10,Eric Ravenscraft,2018-10-16T08:00:40-04:00,https://www.reviewgeek.com/7983/anova-precision-cooker-review-sous-vide-is-so-easy-it-almost-feels-like-cheating/,"In addition to chicken I’ve also tried steaks in my sous vide, but I’ll be frank, I don’t care for these quite as much, though it’s largely due to preference. Cooking steak on a pan or grill puts a high amount of heat on the outside of the steak while it cooks through to the inside. This results in a searing, crisper texture on the outside of a steak (especially the closer to well-done you like your steak cooked). In a sous vide cooking, this doesn’t happen. Now, you "
Harry Potter Kano Coding Kit Review: A Magical Experience,https://www.reviewgeek.com/p/uploads/2018/10/59757e61.jpg,"Toys and games that are super fun for your kids but also surprisingly educational are the sweet spot for many parents’ purchasing needs. Toss in the use of a much-loved franchise, and it’s hard not to like Kano’s Harry Potter Coding Kit right off the bat.",9090,Harry Potter Kano Coding Kit ,9,10,Jennifer Allen,2018-11-05T11:00:22-05:00,https://www.reviewgeek.com/9090/harry-potter-kano-coding-kit-review-a-magical-experience/,"Simply piecing together jigsaw-style blocks to create a routine for your wand to become a part of is so satisfying. You get to enjoy those little moments of waving a wand around and “casting” a spell, tossing a Harry Potter themed item up into the air or simply setting off fireworks on screen. Plus, there’s the fact that your kids (and you) are learning along the way."
